sid,longitude,latitude,stype,fwy,direc,abs_pm,state_pm
401906,-121.848031,37.335259,ML,101,S,384.169,34.5
401907,-121.848031,37.335259,FF,101,S,384.169,34.5
401908,-121.847662,37.335284,ML,101,N,384.123,34.49
401909,-121.847662,37.335284,FF,101,N,384.123,34.49
401910,-122.269411,37.525813,ML,101,N,411.687,9.5
401911,-122.27017,37.818437,ML,980,W,1.611,1.62
401912,-122.27017,37.818437,FF,980,W,1.611,1.62
401913,-122.179403,37.482728,ML,101,S,405.723,3.5
401914,-122.287979,37.544766,ML,101,N,413.347,11.16
401917,-121.949884,37.736265,ML,680,N,32.413,R1.04
401918,-121.95013,37.736222,ML,680,S,32.448,R1.04
401923,-121.963981,38.364998,ML,80,W,55.031,27.55
401924,-122.02894,37.853385,ML,680,N,41.863,R10.49
401925,-122.029154,37.853324,ML,680,S,41.898,R10.49
401926,-122.078452,37.411999,ML,101,S,398.293,48.62
401927,-122.17985,37.483144,ML,101,N,405.727,3.54
401928,-122.246025,37.504821,ML,101,S,409.783,7.56
401929,-122.244641,37.503896,ML,101,N,409.647,7.46
401934,-122.406177,37.73437,ML,101,N,430.194,1.9
401935,-122.406375,37.734313,ML,101,S,430.23,1.9
401936,-122.06515,37.407282,ML,101,S,397.493,47.82
401937,-122.076826,37.411338,ML,101,S,398.193,48.52
401942,-121.897858,37.322594,ML,280,N,2.85,R2.85
401943,-121.8978,37.322361,ML,280,S,2.85,R2.85
401948,-122.071728,37.409514,ML,101,N,397.847,48.21
401949,-122.083368,37.414582,ML,101,N,398.577,48.94
401950,-121.975377,37.777206,ML,680,S,35.598,R4.19
401951,-122.076392,37.992454,ML,4,W,11.932,R11.68
401952,-122.076479,37.992177,ML,4,E,11.979,R11.68
401954,-121.864952,38.011247,ML,4,E,24.101,24.42
401955,-121.972539,37.771983,ML,680,N,35.173,R3.8
401956,-121.972763,37.771955,ML,680,S,35.208,R3.8
401957,-121.861079,37.270311,ML,87,N,1.05,1.05
401958,-121.860998,37.270209,ML,87,S,1.04,1.05
401994,-121.975872,37.385523,ML,101,N,392.317,42.68
401996,-122.015716,37.396411,ML,101,N,394.637,45
401997,-122.025693,37.398597,ML,101,N,395.207,45.57
401998,-122.05107,37.404178,ML,101,N,396.657,47.02
401999,-122.004898,37.832159,ML,680,S,39.848,8.44
402000,-122.091045,37.419828,ML,101,S,399.173,49.5
402002,-122.198969,38.169958,ML,80,E,35.642,8.17
402003,-122.066886,38.253226,ML,80,W,44.973,17.49
402004,-122.066699,38.253081,ML,80,E,44.973,17.49
402005,-122.619054,38.2353,ML,101,S,471.844,3.81
402007,-121.819792,37.701136,ML,580,W,31.264,15.08
402008,-121.551297,36.958075,ML,101,N,352.208,2.95
402010,-121.556242,36.999566,ML,101,S,355.147,R5.84
402011,-121.555853,36.9996,ML,101,N,355.111,R5.84
402012,-121.937095,37.698503,ML,580,W,37.724,R21.54
402015,-121.934682,37.698211,ML,580,E,37.442,R21.41
402016,-121.90489,37.70183,ML,580,W,35.934,19.75
402017,-121.912277,37.701638,ML,580,E,36.182,20.15
402018,-121.908181,37.701847,ML,580,W,36.114,19.93
402019,-121.871745,37.701573,ML,580,W,34.114,17.93
402020,-121.872112,37.701578,ML,580,W,34.134,17.95
402025,-121.755507,37.702942,ML,580,W,27.714,11.53
402026,-121.755526,37.702703,ML,580,E,27.562,11.53
402027,-121.774267,37.700891,ML,580,W,28.754,12.57
402028,-121.739963,37.702801,ML,580,W,26.854,10.67
402029,-121.725238,37.708574,ML,580,W,25.954,9.77
402030,-121.738302,37.702925,ML,580,E,26.612,10.58
402031,-121.7211,37.710034,ML,580,E,25.553,R9.55
402032,-121.705048,37.716692,ML,580,E,24.553,R8.55
402033,-121.704989,37.717123,ML,580,W,24.695,R8.54
402038,-122.520221,38.098652,ML,37,W,1.904,13.11
402039,-122.520036,38.098527,ML,37,E,1.904,13.11
402040,-122.511444,38.105801,ML,37,W,2.594,13.8
402041,-122.511247,38.105662,ML,37,E,2.594,13.8
402042,-122.497174,38.121611,ML,37,W,4.041,.63
402043,-122.497006,38.121444,ML,37,E,4.041,.63
402044,-122.422075,38.15484,ML,37,W,8.831,5.42
402045,-122.422072,38.154841,ML,37,E,8.831,5.42
402046,-122.289241,38.117602,ML,37,W,16.739,R7.24
402047,-122.289217,38.117426,ML,37,E,16.739,R7.24
402048,-122.232308,38.141456,ML,37,W,20.443,10.95
402049,-122.232302,38.141243,ML,37,E,20.443,10.95
402050,-122.221723,38.140802,ML,37,W,21.113,R11.62
402051,-122.222246,38.140566,ML,37,E,21.113,R11.62
402056,-121.895643,37.328954,ML,87,N,5.56,5.56
402057,-121.897563,37.336401,ML,87,S,6.08,6.09
402058,-121.897741,37.337137,ML,87,S,6.13,6.14
402059,-121.897848,37.337479,ML,87,N,6.16,6.16
402060,-122.062397,37.356655,ML,85,N,20.376,20.2
402061,-122.06262,37.356616,ML,85,S,20.376,20.2
402062,-122.309494,37.89875,ML,80,E,13.393,.06
402067,-121.899571,37.321367,ML,280,S,2.97,R2.97
402068,-121.854384,38.008612,ML,4,W,24.654,25.02
402069,-121.854505,38.008461,ML,4,E,24.701,25.02
402070,-121.751494,38.018347,ML,160,S,0.86,.86
402071,-121.75143,38.018353,ML,160,N,0.86,.86
402072,-122.067279,37.893923,ML,680,S,45.459,13.94
402077,-122.221311,38.137369,ML,80,W,32.992,5.52
402079,-122.221583,38.136531,ML,80,E,32.932,5.46
402085,-121.75602,37.990264,ML,4,W,30.202,T30.65
402086,-121.756062,37.990042,ML,4,E,30.252,T30.65
402087,-121.745487,37.981027,ML,4,W,31.092,31.54
402088,-121.745776,37.980677,ML,4,E,31.142,31.54
402089,-121.747439,37.983658,ML,4,W,30.882,31.33
402090,-121.745333,37.980043,ML,4,E,31.192,31.59
402091,-121.745155,37.979789,ML,4,E,31.212,31.61
402092,-121.739085,37.97175,ML,4,W,31.822,32.27
402093,-121.739626,37.965277,ML,4,W,32.282,T32.73
402094,-121.740054,37.964854,ML,4,E,32.332,T32.73
402095,-121.739634,37.965265,ML,4,W,32.283,R32.731
402096,-121.740326,37.964456,ML,4,E,32.363,R32.761
402098,-121.744429,37.952476,ML,4,W,33.232,33.68
402103,-121.94131,37.724706,ML,680,S,31.518,R.11
402104,-122.20519,37.793991,ML,580,W,57.03,R40.8
402105,-122.2053,37.793819,ML,580,E,56.878,R40.8
402106,-121.556242,37.000864,ML,101,S,355.237,5.93
402117,-121.902123,37.344302,ML,87,S,6.69,6.7
402118,-121.902181,37.344411,ML,87,N,6.7,6.7
402119,-121.915036,37.421182,ML,880,S,8.1,8.1
402120,-121.908515,37.399227,ML,880,S,6.54,6.54
402121,-121.904061,37.380274,ML,880,S,5.22,5.22
402122,-122.153833,37.467957,ML,101,S,403.993,1.77
402124,-122.71547,38.430806,ML,101,S,487.654,19.62
402125,-122.715593,38.432104,ML,101,N,488.412,19.71
402126,-122.715812,38.431917,ML,101,S,487.734,19.7
402127,-122.718,38.436946,ML,101,S,488.104,20.07
402128,-122.717757,38.437017,ML,101,N,488.772,20.07
402129,-122.72011,38.44047,ML,101,N,489.042,20.34
402130,-122.72033,38.440397,ML,101,S,488.374,20.34
402131,-122.723327,38.444726,ML,101,S,488.714,20.68
402132,-122.723133,38.444794,ML,101,N,489.382,20.68
402133,-122.724799,38.447225,ML,101,N,489.572,20.87
402134,-122.724873,38.447044,ML,101,S,488.894,20.86
402135,-122.725972,38.45231,ML,101,N,489.932,21.23
402136,-122.726193,38.452267,ML,101,S,489.264,21.23
402137,-122.726283,38.459424,ML,101,S,489.754,21.72
402138,-122.7261,38.459434,ML,101,N,490.422,21.72
402139,-122.510124,37.961812,ML,101,S,450.565,9.96
402140,-122.509784,37.961589,ML,101,N,451.213,9.94
402141,-122.510604,37.962862,ML,101,N,451.313,10.04
402142,-122.517695,37.967035,ML,101,N,451.793,10.52
402151,-122.120454,38.041481,ML,680,N,57.297,.15
402152,-122.120454,38.041481,ML,680,N,57.297,.15
402153,-122.121891,38.04334,ML,680,N,57.447,.3
402154,-122.121891,38.04334,ML,680,N,57.447,.3
402155,-122.123374,38.045206,ML,680,N,57.597,.45
402156,-122.123374,38.045206,ML,680,N,57.597,.45
402157,-122.124819,38.047027,ML,680,N,57.747,.6
402158,-122.124819,38.047027,ML,680,N,57.747,.6
402165,-121.383526,36.961948,ML,156,W,23.648,.1
402166,-121.383526,36.961948,ML,156,E,23.648,.1
402168,-122.133225,37.687544,FF,880,N,30.647,20.42
402174,-122.23111,38.089554,ML,80,E,29.562,2.09
402200,-122.231287,37.849093,ML,24,W,3.113,4.96
402201,-122.247226,37.846642,ML,24,W,2.153,4
402202,-122.254814,37.843252,ML,24,E,1.653,R3.5
402203,-121.905976,38.019932,ML,4,E,21.781,22.1
402204,-122.009481,38.01195,ML,4,W,15.848,R16.18
402205,-122.010573,38.011347,ML,4,E,15.834,R16.1
402206,-122.047364,38.002575,ML,4,W,13.668,R14
402207,-122.047775,38.002161,ML,4,E,13.694,R13.96
402208,-122.078142,37.991988,ML,4,W,11.832,R11.58
402209,-122.139719,37.990092,ML,4,W,8.262,R8.01
402210,-122.139741,37.989935,ML,4,E,8.309,R8.01
402211,-122.144786,37.99605,ML,4,W,7.752,R7.5
402212,-122.144977,37.995777,ML,4,E,7.799,R7.5
402213,-122.150084,38.001707,ML,4,W,7.252,R7
402214,-122.150137,38.001498,ML,4,E,7.299,R7
402217,-121.704646,37.717219,ML,580,W,24.675,R8.52
402218,-121.725076,37.708641,ML,580,W,25.944,9.76
402221,-121.945474,37.698534,ML,580,W,38.184,R22
402222,-121.946552,37.69819,ML,580,E,38.092,R22.06
402223,-122.032695,37.702224,ML,580,W,43.084,R26.9
402224,-122.033225,37.701845,ML,580,E,42.962,R26.93
402225,-122.043025,37.697587,ML,580,W,43.744,R27.56
402226,-122.042005,37.698004,ML,580,E,43.532,27.5
402227,-122.064219,37.692408,ML,580,W,45.034,R28.85
402228,-122.074169,37.690953,ML,580,W,45.594,R29.41
402234,-122.208464,38.163669,ML,80,W,34.972,7.5
402235,-122.208162,38.16352,ML,80,E,34.972,7.5
402238,-122.216813,38.150809,ML,80,W,33.972,6.5
402239,-122.216538,38.150739,ML,80,E,33.972,6.5
402240,-121.915787,38.402318,ML,80,W,58.697,31.23
402241,-121.915666,38.402199,ML,80,E,58.697,31.23
402242,-121.905606,38.410093,ML,80,W,59.467,32
402243,-121.905441,38.409972,ML,80,E,59.467,32
402244,-121.897404,38.416347,ML,80,W,60.087,32.62
402245,-121.897211,38.416238,ML,80,E,60.087,32.62
402246,-121.892123,38.42011,ML,80,E,60.467,33
402247,-121.879137,38.430261,ML,80,W,61.467,34
402248,-121.878856,38.430209,ML,80,E,61.467,34
402249,-121.865893,38.44034,ML,80,W,62.467,35
402250,-121.865617,38.440289,ML,80,E,62.467,35
402251,-121.860391,38.444361,ML,80,E,62.867,35.4
402252,-121.858439,38.446157,ML,80,W,63.037,35.57
402253,-121.852801,38.450532,ML,80,W,63.467,36
402254,-121.846255,38.455628,ML,80,W,63.967,36.5
402255,-121.846011,38.455556,ML,80,E,63.967,36.5
402256,-121.83971,38.460724,ML,80,W,64.467,37
402257,-121.839086,38.460952,ML,80,E,64.497,37.03
402258,-121.833155,38.465814,ML,80,W,64.967,37.5
402259,-121.83293,38.465727,ML,80,E,64.967,37.5
402260,-121.823474,38.473363,ML,80,W,65.707,38.24
402261,-121.823777,38.47285,ML,80,E,65.667,38.2
402262,-121.813543,38.481149,ML,80,W,66.467,39
402263,-121.813375,38.481036,ML,80,E,66.467,39
402264,-121.805573,38.487178,ML,80,E,67.067,39.6
402265,-121.803384,38.489167,ML,80,W,67.247,39.78
402266,-121.800506,38.491377,ML,80,E,67.467,40
402267,-121.79472,38.49707,ML,80,W,67.967,40.5
402268,-121.79457,38.49691,ML,80,E,67.967,40.5
402269,-121.78334,38.507719,ML,80,W,68.927,41.46
402270,-121.783839,38.506841,ML,80,E,68.867,41.4
402281,-121.904845,37.38449,ML,880,N,5.5,5.5
402282,-121.905044,37.384485,ML,880,S,5.5,5.5
402283,-121.906506,37.391595,ML,880,N,6.0,6
402284,-121.90671,37.391557,ML,880,S,6.0,6
402285,-121.908172,37.398698,ML,880,N,6.5,6.5
402286,-121.909842,37.405824,ML,880,N,7.0,7
402287,-121.910072,37.405777,ML,880,S,7.0,7
402290,-121.919191,37.436753,ML,880,N,9.2,9.2
402291,-121.919899,37.438079,ML,880,S,9.3,9.3
402292,-121.920853,37.445371,ML,880,N,9.8,9.8
402293,-121.921119,37.44531,ML,880,S,9.8,9.8
402294,-121.547028,36.92555,ML,101,N,349.864,R.6
402295,-121.547247,36.925548,ML,101,S,349.9,R.6
402296,-121.552481,36.938711,ML,101,N,350.858,1.6
402297,-121.552731,36.938772,ML,101,S,350.894,1.6
402298,-121.552213,36.952216,ML,101,N,351.798,2.54
402299,-121.552455,36.952235,ML,101,S,351.834,2.54
402300,-121.552149,36.965869,ML,101,N,352.758,3.5
402301,-121.552382,36.96584,ML,101,S,352.794,3.5
402302,-121.55735,36.980439,ML,101,N,353.771,T4.5
402303,-121.557644,36.980409,ML,101,S,353.807,T4.5
402314,-121.578022,37.044741,ML,101,N,358.471,R9.2
402321,-121.595454,37.081974,ML,101,N,361.211,R11.94
402322,-121.595505,37.081336,ML,101,S,361.207,R11.9
402327,-121.60944,37.103108,ML,101,N,362.871,R13.6
402328,-121.621044,37.112261,ML,101,N,363.771,R14.5
402329,-121.621406,37.112135,ML,101,S,363.807,R14.5
402337,-121.663633,37.163058,ML,101,N,368.021,R18.75
402338,-121.664417,37.163384,ML,101,S,368.107,R18.8
402339,-121.668555,37.168787,ML,101,N,368.501,R19.23
402340,-121.671905,37.171546,ML,101,S,368.807,R19.5
402341,-121.681139,37.180554,ML,101,N,369.571,R20.3
402342,-121.681522,37.1802,ML,101,S,369.607,R20.3
402343,-121.701575,37.196849,ML,101,N,371.171,R21.9
402344,-121.700525,37.195584,ML,101,S,371.107,R21.8
402345,-121.728741,37.215727,ML,101,N,373.171,R23.9
402346,-121.729,37.215461,ML,101,S,373.207,R23.9
402347,-121.764097,37.239343,ML,101,N,375.721,R26.45
402348,-121.765563,37.239708,ML,101,S,375.837,R26.53
402349,-121.776913,37.246208,ML,101,S,376.607,R27.3
402350,-121.781141,37.248955,ML,101,N,376.871,R27.6
402351,-121.78139,37.248679,ML,101,S,376.907,R27.6
402352,-121.802011,37.266834,ML,101,S,378.669,29
402353,-121.803139,37.2712,ML,101,N,378.933,29.3
402355,-121.813351,37.299781,ML,101,N,381.033,31.4
402356,-121.821116,37.307829,ML,101,N,381.733,32.1
402357,-121.822499,37.308845,ML,101,S,381.869,32.2
402358,-121.827787,37.314719,ML,101,N,382.333,32.7
402359,-121.842102,37.329728,ML,101,N,383.633,34
402360,-121.842361,37.329591,ML,101,S,383.669,34
402361,-121.848881,37.336549,ML,101,N,384.233,34.6
402362,-121.871981,37.358996,ML,101,N,386.237,36.6
402363,-121.872094,37.3588,ML,101,S,386.273,36.6
402364,-121.90788,37.368104,ML,101,N,388.367,38.73
402365,-121.907971,37.367859,ML,101,S,388.403,38.73
402366,-121.986478,37.388542,ML,101,N,392.937,43.3
402367,-121.986538,37.388372,ML,101,S,392.973,43.3
402370,-122.013438,37.39592,ML,101,N,394.507,44.87
402371,-122.017518,37.396611,ML,101,S,394.773,45.1
402372,-122.055924,37.40547,ML,101,N,396.937,47.3
402373,-122.056343,37.405335,ML,101,S,396.993,47.32
402376,-122.109246,37.435945,ML,101,N,400.637,51
402377,-122.113925,37.440393,ML,101,N,401.037,51.4
402378,-122.114141,37.440293,ML,101,S,401.073,51.4
402379,-122.11976,37.445961,ML,101,N,401.537,51.9
402380,-122.125642,37.451442,ML,101,N,402.037,52.4
402381,-122.125797,37.451289,ML,101,S,402.073,52.4
402382,-122.27078,37.526779,ML,101,S,411.823,9.6
402383,-122.279744,37.535878,ML,101,N,412.587,10.4
402384,-122.279937,37.535766,ML,101,S,412.623,10.4
402385,-122.29726,37.55476,ML,101,N,414.207,12.02
402386,-122.297487,37.554651,ML,101,S,414.243,12.02
402387,-122.303632,37.561476,ML,101,N,414.787,12.6
402388,-122.303829,37.561364,ML,101,S,414.823,12.6
402389,-122.308379,37.565888,ML,101,N,415.187,13
402390,-122.400418,37.662818,ML,101,N,424.887,22.7
402391,-122.395366,37.666938,ML,101,N,425.287,23.1
402392,-122.395578,37.666959,ML,101,S,425.323,23.1
402398,-122.156168,37.46959,ML,101,N,404.127,1.94
402399,-121.780045,37.700224,ML,580,W,29.074,12.89
402400,-121.780016,37.699984,ML,580,E,28.922,12.89
402401,-121.764596,37.70248,ML,580,W,28.214,12.03
402402,-121.764593,37.702234,ML,580,E,28.062,12.03
402403,-121.747543,37.702595,ML,580,W,27.274,11.09
402404,-121.747506,37.70238,ML,580,E,27.122,11.09
402405,-121.735236,37.704313,ML,580,W,26.574,10.39
402406,-121.735155,37.704105,ML,580,E,26.422,10.39
402407,-121.713345,37.713589,ML,580,W,25.215,R9.06
402408,-121.713265,37.713351,ML,580,E,25.063,9.06
402409,-121.69682,37.718904,ML,580,W,24.225,R8.07
402410,-121.696655,37.718518,ML,580,E,24.073,R8.07
402411,-122.109562,38.024635,ML,680,N,55.895,24.23
402412,-122.116138,38.027717,ML,680,S,56.355,24.64
402413,-122.124812,38.043006,ML,680,S,57.537,.37
402416,-121.84861,37.701361,ML,580,W,32.844,16.66
402417,-121.849868,37.701135,ML,580,E,32.762,16.73
402418,-121.846036,37.701099,ML,580,E,32.552,16.52
402419,-121.669385,37.718428,ML,580,W,22.635,R6.48
402420,-121.669346,37.718211,ML,580,E,22.483,R6.48
402421,-121.676275,37.721487,ML,580,W,23.075,R6.92
402423,-121.686875,37.72094,ML,580,W,23.665,7.51
402424,-121.687475,37.720431,ML,580,E,23.553,R7.55
402425,-121.697517,37.718757,ML,580,W,24.265,R8.11
402426,-121.715594,37.712635,ML,580,W,25.355,R9.2
402429,-121.741391,37.702595,ML,580,W,26.934,10.75
402430,-121.746413,37.702324,ML,580,E,27.062,11.03
402433,-121.787125,37.699656,ML,580,W,29.464,13.28
402434,-121.783826,37.69966,ML,580,E,29.132,13.1
402435,-121.791737,37.700063,ML,580,E,29.572,13.54
402438,-121.836572,37.701248,ML,580,W,32.184,16
402439,-121.823407,37.700891,ML,580,E,31.312,15.28
402442,-121.892753,37.70137,ML,580,E,35.112,19.08
402443,-121.895981,37.701773,ML,580,W,35.444,19.26
402444,-121.915924,37.701951,ML,580,W,36.534,20.35
402445,-121.93366,37.698731,ML,580,W,37.534,21.35
402446,-121.954965,37.69817,ML,580,E,38.552,R22.52
402447,-121.963582,37.697754,ML,580,W,39.184,R23
402448,-121.968736,37.696995,ML,580,E,39.312,R23.28
402449,-121.979793,37.698845,ML,580,W,40.084,R23.9
402450,-121.988806,37.699898,ML,580,E,40.432,R24.4
402451,-121.992068,37.701593,ML,580,W,40.784,R24.6
402452,-122.000677,37.703279,ML,580,E,41.132,R25.1
402453,-122.008093,37.703462,ML,580,W,41.684,R25.5
402454,-122.009775,37.702987,ML,580,E,41.632,R25.6
402455,-122.019856,37.701568,ML,580,E,42.202,R26.17
402456,-122.022997,37.70111,ML,580,W,42.534,R26.35
402457,-122.074877,37.690589,ML,580,E,45.482,R29.45
402464,-122.139317,38.050082,ML,780,E,0.478,1.16
402465,-122.123918,38.041896,ML,680,S,57.447,.28
402466,-122.122735,38.040435,ML,680,S,57.327,.16
402476,-122.13026,37.891579,ML,24,E,10.098,R5.75
402479,-122.241018,37.849522,ML,24,E,2.523,R4.37
402480,-122.25791,37.842559,ML,24,W,1.503,R3.35
402481,-122.237592,37.849812,ML,24,W,2.753,4.6
402482,-121.757519,37.990233,ML,4,E,30.172,T30.57
402483,-121.759823,37.990747,ML,4,W,29.992,T30.44
402488,-121.784344,37.996143,ML,4,W,28.6,R29
402489,-121.784378,37.995933,ML,4,E,28.651,R29
402490,-121.808341,37.998257,ML,4,W,27.28,R27.68
402491,-121.805433,37.998041,ML,4,E,27.491,R27.84
402501,-121.88184,38.015328,ML,4,W,23.084,23.45
402502,-121.879651,38.014413,ML,4,E,23.271,23.59
402503,-121.917022,38.019991,ML,4,E,21.181,21.5
402504,-121.959789,38.021948,ML,4,W,18.768,R19.1
402505,-122.172198,38.011266,ML,4,W,5.832,R5.58
402507,-122.094956,37.990725,ML,4,W,10.912,R10.66
402509,-122.106976,37.994441,ML,4,W,10.202,R9.95
402510,-122.10704,37.99419,ML,4,E,10.249,R9.95
402511,-122.11338,37.996593,ML,4,W,9.822,R9.57
402512,-122.113433,37.996353,ML,4,E,9.869,R9.57
402513,-122.119103,37.995545,ML,4,E,9.549,R9.25
402514,-122.122364,37.993945,ML,4,W,9.282,R9.03
402515,-122.166569,38.007109,ML,4,W,6.252,R6
402516,-122.166606,38.006871,ML,4,E,6.299,R6
402517,-122.179034,38.015575,ML,4,W,5.352,R5.1
715950,-118.189029,34.020088,OR,5,S,131.333,14.763
402518,-122.179054,38.015347,ML,4,E,5.399,R5.1
402521,-122.201565,38.010999,ML,4,W,4.035,4.08
402522,-122.220678,38.008562,ML,4,W,2.955,3
402528,-122.133434,38.051007,ML,780,W,0.168,.85
402532,-122.120854,37.689868,ML,238,N,15.593,15.77
402533,-122.12086,37.689774,ML,238,S,15.593,15.77
402536,-122.091948,37.690236,FF,580,E,46.434,R30.52
402537,-122.091948,37.690236,ML,580,E,46.434,R30.52
402538,-122.08497,37.690839,ML,580,W,46.196,30.15
402539,-122.084955,37.690526,ML,580,E,46.044,30.15
402540,-122.11675,38.031982,ML,680,N,56.588,25
